ModificationID,InventoryID,OrderItemID,Quantity,Cost
4299,24,8549,1,1
4300,19,8551,1,0.25
4301,13,8552,1,0.25
4302,4,8553,1,0.25
4303,27,8557,1,1
4304,14,8559,1,1
4305,25,8562,1,1
4306,1,8564,1,0.25
4307,19,8567,1,1
4308,18,8568,1,1
4309,19,8573,1,0.25
4310,19,8573,1,1
4311,10,8575,1,1
4312,24,8578,1,0.25
4313,28,8580,1,1
4314,12,8581,1,0.25
4315,2,8582,1,1
4316,6,8583,1,0.25
4317,6,8586,1,1
4318,24,8587,1,1
4319,3,8588,1,1
4320,1,8590,1,1
4321,4,8593,1,0.25
4322,14,8599,1,1
4323,13,8600,1,1
4324,33,8608,1,1
4325,32,8610,1,1
4326,8,8613,1,1
4327,5,8614,1,0.25
4328,5,8614,1,1
4329,27,8619,1,0.25
4330,27,8619,1,1
4331,18,8622,1,1
4332,5,8623,1,0.25
4333,1,8625,1,0.25
4334,14,8626,1,0.25
4335,15,8627,1,0.25
4336,14,8628,1,1
4337,11,8629,1,0.25
4338,16,8630,1,0.25
4339,25,8631,1,0.25
4340,25,8634,1,1
4341,9,8636,1,0.25
4342,9,8636,1,1
4343,11,8637,1,0.25
4344,30,8638,1,1
4345,4,8641,1,0.25
4346,5,8643,1,0.25
4347,13,8644,1,1
4348,13,8645,1,0.25
4349,10,8646,1,0.25
4350,10,8646,1,1
4351,4,8647,1,0.25
4352,24,8648,1,1
4353,33,8650,1,1
4354,13,8651,1,1
4355,11,8655,1,1
4356,20,8656,1,0.25
4357,18,8657,1,0.25
4358,16,8658,1,1
4359,21,8659,1,1
4360,20,8662,1,1
4361,29,8670,1,0.25
4362,29,8670,1,1
4363,16,8671,1,0.25
4364,16,8671,1,1
4365,19,8677,1,0.25
4366,19,8677,1,1
4367,29,8679,1,0.25
4368,33,8683,1,0.25
4369,22,8688,1,0.25
4370,22,8688,1,1
4371,33,8694,1,0.25
4372,1,8700,1,0.25
4373,1,8700,1,1
4374,22,8704,1,1
4375,16,8707,1,0.25
4376,10,8708,1,1
4377,23,8710,1,0.25
4378,23,8710,1,1
4379,27,8712,1,0.25
4380,5,8714,1,0.25
4381,5,8714,1,1
4382,24,8716,1,0.25
4383,25,8717,1,0.25
4384,15,8719,1,1
4385,4,8725,1,0.25
4386,4,8725,1,1
4387,32,8728,1,0.25
4388,13,8731,1,0.25
4389,13,8731,1,1
4390,10,8733,1,0.25
4391,2,8735,1,1
4392,27,8739,1,0.25
4393,2,8740,1,0.25
4394,12,8743,1,1
4395,21,8744,1,0.25
4396,21,8744,1,1
4397,33,8745,1,0.25
4398,25,8749,1,1
4399,18,8750,1,1
4400,2,8751,1,1
4401,26,8752,1,0.25
4402,5,8754,1,1
4403,32,8755,1,0.25
4404,22,8756,1,0.25
4405,22,8756,1,1
4406,28,8758,1,1
4407,20,8759,1,1
4408,11,8760,1,0.25
4409,11,8760,1,1
4410,26,8763,1,0.25
4411,3,8765,1,1
4412,31,8767,1,1
4413,12,8769,1,1
4414,7,8771,1,0.25
4415,7,8771,1,1
4416,11,8772,1,1
4417,6,8773,1,1
4418,3,8774,1,0.25
4419,3,8774,1,1
4420,33,8775,1,0.25
4421,28,8779,1,0.25
4422,17,8782,1,1
4423,6,8784,1,0.25
4424,6,8784,1,1
4425,29,8785,1,1
4426,5,8790,1,1
4427,14,8791,1,0.25
4428,14,8791,1,1
4429,8,8793,1,0.25
4430,13,8795,1,1
4431,4,8796,1,0.25
4432,4,8796,1,1
4433,3,8797,1,0.25
4434,9,8798,1,0.25
4435,2,8800,1,0.25
4436,13,8803,1,0.25
4437,14,8804,1,0.25
4438,30,8805,1,0.25
4439,19,8807,1,0.25
4440,14,8811,1,0.25
4441,24,8812,1,1
4442,16,8815,1,1
4443,9,8816,1,0.25
4444,9,8816,1,1
4445,28,8817,1,1
4446,17,8818,1,0.25
4447,19,8819,1,1
4448,20,8825,1,1
4449,33,8827,1,1
4450,24,8828,1,0.25
4451,26,8829,1,0.25
4452,16,8830,1,1
4453,13,8831,1,1
4454,6,8833,1,1
4455,15,8836,1,0.25
4456,17,8837,1,1
4457,22,8839,1,1
4458,5,8841,1,0.25
4459,5,8842,1,0.25
4460,3,8851,1,0.25
4461,19,8852,1,0.25
4462,19,8852,1,1
4463,26,8856,1,1
4464,23,8858,1,1
4465,20,8859,1,0.25
4466,20,8859,1,1
4467,30,8860,1,1
4468,13,8863,1,0.25
4469,28,8864,1,1
4470,19,8865,1,0.25
4471,18,8867,1,0.25
4472,18,8867,1,1
4473,16,8873,1,0.25
4474,15,8874,1,1
4475,17,8875,1,0.25
4476,17,8875,1,1
4477,6,8876,1,0.25
4478,3,8880,1,0.25
4479,21,8884,1,0.25
4480,32,8885,1,1
4481,8,8886,1,0.25
4482,1,8887,1,1
4483,27,8889,1,1
4484,6,8891,1,0.25
4485,13,8892,1,0.25
4486,13,8892,1,1
4487,12,8894,1,0.25
4488,12,8894,1,1
4489,30,8895,1,0.25
4490,30,8895,1,1
4491,25,8896,1,1
4492,12,8897,1,0.25
4493,12,8897,1,1
4494,11,8898,1,0.25
4495,18,8899,1,1
4496,26,8904,1,0.25
4497,18,8909,1,0.25
4498,18,8909,1,1
4499,21,8910,1,0.25
4500,19,8911,1,1
4501,23,8912,1,0.25
4502,29,8915,1,0.25
4503,33,8916,1,0.25
4504,33,8916,1,1
4505,16,8917,1,1
4506,21,8919,1,1
4507,7,8920,1,0.25
4508,12,8921,1,0.25
4509,12,8926,1,0.25
4510,21,8927,1,1
4511,28,8930,1,1
4512,5,8931,1,1
4513,29,8932,1,0.25
4514,29,8932,1,1
4515,24,8933,1,0.25
4516,19,8934,1,1
4517,11,8936,1,0.25
4518,11,8936,1,1
4519,24,8937,1,0.25
4520,1,8939,1,0.25
4521,10,8942,1,1
4522,13,8946,1,0.25
4523,4,8948,1,1
4524,26,8950,1,0.25
4525,26,8950,1,1
4526,25,8952,1,1
4527,5,8953,1,0.25
4528,5,8953,1,1
4529,16,8955,1,0.25
4530,30,8957,1,0.25
4531,27,8958,1,0.25
4532,32,8960,1,0.25
4533,24,8962,1,1
4534,33,8963,1,1
4535,3,8964,1,0.25
4536,21,8965,1,0.25
4537,21,8965,1,1
4538,26,8966,1,1
4539,12,8967,1,0.25
4540,33,8970,1,1
4541,17,8971,1,1
4542,4,8972,1,0.25
4543,4,8972,1,1
4544,21,8973,1,0.25
4545,21,8973,1,1
4546,26,8975,1,1
4547,13,8976,1,1
4548,33,8983,1,0.25
4549,33,8983,1,1
4550,19,8985,1,1
4551,13,8986,1,1
4552,23,8989,1,1
4553,7,8990,1,1
4554,20,8994,1,0.25
4555,13,8996,1,1
4556,1,8997,1,0.25
4557,1,8997,1,1
4558,14,8998,1,0.25
4559,19,9001,1,0.25
4560,17,9005,1,0.25
4561,7,9007,1,0.25
4562,20,9010,1,1
4563,10,9011,1,0.25
4564,10,9012,1,1
4565,4,9013,1,1
4566,23,9014,1,0.25
4567,23,9014,1,1
4568,12,9015,1,0.25
4569,9,9017,1,0.25
4570,7,9020,1,0.25
4571,1,9021,1,0.25
4572,1,9021,1,1
4573,1,9022,1,1
4574,6,9024,1,0.25
4575,15,9026,1,1
4576,13,9030,1,1
4577,1,9033,1,0.25
4578,31,9035,1,0.25
4579,3,9040,1,1
4580,19,9041,1,1
4581,17,9042,1,0.25
4582,21,9043,1,1
4583,19,9044,1,1
4584,12,9046,1,1
4585,3,9048,1,0.25
4586,3,9048,1,1
4587,19,9051,1,1
4588,19,9055,1,0.25
4589,14,9057,1,0.25
4590,10,9059,1,0.25
4591,24,9062,1,0.25
4592,24,9062,1,1
4593,18,9063,1,0.25
4594,30,9065,1,1
4595,7,9066,1,1
4596,33,9068,1,0.25
4597,5,9069,1,1
4598,6,9071,1,1
4599,27,9074,1,0.25
4600,12,9076,1,0.25
4601,12,9082,1,1
4602,8,9083,1,1
4603,12,9084,1,0.25
4604,9,9087,1,0.25
4605,27,9094,1,1
4606,14,9099,1,1
4607,20,9100,1,0.25
4608,23,9103,1,0.25
4609,13,9104,1,0.25
4610,33,9107,1,1
4611,26,9108,1,1
4612,11,9110,1,0.25
4613,11,9110,1,1
4614,31,9112,1,1
4615,22,9113,1,0.25
4616,22,9113,1,1
4617,16,9115,1,1
4618,17,9116,1,0.25
4619,21,9118,1,0.25
4620,28,9121,1,1
4621,17,9122,1,0.25
4622,3,9124,1,0.25
4623,10,9125,1,1
4624,14,9129,1,0.25
4625,2,9130,1,1
4626,24,9135,1,1
4627,17,9138,1,0.25
4628,12,9141,1,0.25
4629,23,9143,1,1
4630,22,9148,1,1
4631,7,9151,1,0.25
4632,7,9151,1,1
4633,20,9152,1,0.25
4634,27,9157,1,1
4635,20,9159,1,1
4636,33,9167,1,0.25
4637,33,9172,1,0.25
4638,32,9175,1,0.25
4639,32,9175,1,1
4640,24,9176,1,0.25
4641,17,9177,1,0.25
4642,17,9177,1,1
4643,15,9178,1,0.25
4644,13,9179,1,0.25
4645,16,9182,1,0.25
4646,13,9184,1,0.25
4647,10,9187,1,0.25
4648,9,9189,1,0.25
4649,11,9190,1,1
4650,28,9191,1,0.25
4651,26,9192,1,1
4652,4,9198,1,0.25
4653,4,9198,1,1
4654,20,9199,1,0.25
4655,31,9203,1,1
4656,21,9205,1,0.25
4657,24,9206,1,1
4658,19,9208,1,1
4659,1,9211,1,1
4660,24,9218,1,0.25
4661,29,9219,1,0.25
4662,29,9219,1,1
4663,21,9220,1,0.25
4664,21,9220,1,1
4665,16,9221,1,1
4666,16,9225,1,0.25
4667,16,9225,1,1
4668,23,9231,1,1
4669,19,9237,1,0.25
4670,26,9243,1,0.25
4671,26,9243,1,1
4672,10,9245,1,0.25
4673,10,9245,1,1
4674,9,9246,1,0.25
4675,13,9249,1,1
4676,31,9250,1,0.25
4677,5,9251,1,1
4678,21,9256,1,0.25
4679,1,9259,1,0.25
4680,1,9259,1,1
4681,18,9261,1,1
4682,13,9263,1,1
4683,1,9267,1,0.25
4684,10,9273,1,0.25
4685,11,9274,1,0.25
4686,17,9275,1,1
4687,25,9280,1,0.25
4688,32,9283,1,0.25
4689,32,9283,1,1
4690,5,9284,1,0.25
4691,1,9287,1,0.25
4692,27,9289,1,1
4693,30,9295,1,1
4694,32,9297,1,0.25
4695,11,9298,1,0.25
4696,16,9301,1,1
4697,32,9306,1,1
4698,9,9307,1,0.25
4699,23,9309,1,1
4700,14,9310,1,1
4701,9,9312,1,1
4702,25,9315,1,0.25
4703,11,9318,1,0.25
4704,18,9320,1,1
4705,31,9323,1,0.25
4706,26,9328,1,0.25
4707,26,9328,1,1
4708,8,9335,1,0.25
4709,8,9335,1,1
4710,22,9337,1,0.25
4711,3,9338,1,0.25
4712,3,9339,1,0.25
4713,25,9340,1,0.25
4714,25,9340,1,1
4715,9,9341,1,1
4716,5,9342,1,1
4717,30,9346,1,0.25
4718,30,9346,1,1
4719,24,9348,1,1
4720,17,9350,1,0.25
4721,29,9352,1,0.25
4722,17,9357,1,0.25
4723,16,9358,1,1
4724,28,9359,1,0.25
4725,28,9359,1,1
4726,12,9362,1,0.25
4727,12,9362,1,1
4728,25,9363,1,1
4729,21,9364,1,0.25
4730,28,9365,1,0.25
4731,33,9367,1,0.25
4732,9,9369,1,1
4733,23,9375,1,0.25
4734,23,9375,1,1
4735,16,9379,1,0.25
4736,6,9381,1,0.25
4737,9,9382,1,0.25
4738,23,9386,1,0.25
4739,23,9386,1,1
4740,32,9387,1,0.25
4741,32,9387,1,1
4742,19,9388,1,0.25
4743,25,9392,1,0.25
4744,16,9393,1,0.25
4745,21,9394,1,1
4746,22,9397,1,1
4747,7,9398,1,0.25
4748,7,9398,1,1
4749,5,9405,1,0.25
4750,5,9405,1,1
4751,27,9407,1,0.25
4752,1,9409,1,0.25
4753,15,9415,1,1
4754,26,9419,1,0.25
4755,26,9419,1,1
4756,15,9423,1,0.25
4757,15,9423,1,1
4758,28,9428,1,1
4759,9,9429,1,0.25
4760,9,9429,1,1
4761,12,9434,1,0.25
4762,29,9436,1,0.25
4763,31,9438,1,1
4764,10,9443,1,1
4765,13,9445,1,1
4766,30,9446,1,0.25
4767,27,9452,1,1
4768,5,9455,1,1
4769,21,9457,1,0.25
4770,12,9468,1,1
4771,23,9470,1,0.25
4772,32,9471,1,1
4773,29,9473,1,0.25
4774,9,9478,1,0.25
4775,4,9479,1,1
4776,14,9482,1,1
4777,31,9483,1,0.25
4778,23,9485,1,1
4779,16,9487,1,1
4780,29,9490,1,0.25
4781,29,9490,1,1
4782,26,9492,1,1
4783,14,9493,1,0.25
4784,10,9494,1,1
4785,4,9496,1,1
4786,21,9501,1,1
4787,25,9503,1,1
4788,19,9504,1,0.25
4789,3,9507,1,0.25
4790,3,9507,1,1
4791,27,9508,1,1
4792,31,9511,1,0.25
4793,17,9512,1,0.25
4794,10,9513,1,0.25
4795,10,9513,1,1
4796,7,9515,1,1
4797,27,9520,1,0.25
4798,15,9524,1,0.25
4799,16,9525,1,1
4800,27,9527,1,1
4801,2,9531,1,1
4802,26,9534,1,1
4803,31,9537,1,1
4804,29,9539,1,0.25
4805,28,9541,1,1
4806,29,9550,1,0.25
4807,4,9552,1,0.25
4808,13,9554,1,0.25
4809,13,9554,1,1
4810,16,9556,1,1
4811,24,9557,1,1
4812,20,9559,1,1
4813,33,9564,1,0.25
4814,18,9565,1,0.25
4815,18,9565,1,1
4816,15,9573,1,1
4817,12,9576,1,0.25
4818,11,9581,1,1
4819,18,9582,1,1
4820,29,9583,1,0.25
4821,8,9584,1,0.25
4822,11,9585,1,0.25
4823,11,9585,1,1
4824,8,9586,1,0.25
4825,19,9590,1,0.25
4826,30,9591,1,0.25
4827,30,9591,1,1
4828,9,9592,1,0.25
4829,28,9594,1,1
4830,6,9598,1,1
4831,20,9602,1,0.25
4832,32,9606,1,0.25
4833,31,9609,1,0.25
4834,17,9612,1,0.25
4835,7,9614,1,0.25
4836,3,9615,1,0.25
4837,3,9615,1,1
4838,12,9617,1,1
4839,7,9619,1,0.25
4840,17,9621,1,0.25
4841,17,9621,1,1
4842,23,9622,1,0.25
4843,23,9622,1,1
4844,18,9623,1,1
4845,15,9625,1,1
4846,10,9626,1,0.25
4847,10,9626,1,1
4848,32,9627,1,1
4849,19,9630,1,1
4850,4,9631,1,1
4851,21,9632,1,0.25
4852,21,9632,1,1
4853,23,9633,1,0.25
4854,16,9636,1,0.25
4855,16,9636,1,1
4856,29,9637,1,0.25
4857,10,9638,1,0.25
4858,10,9638,1,1
4859,7,9639,1,1
4860,11,9642,1,0.25
4861,11,9642,1,1
4862,4,9645,1,1
4863,25,9647,1,0.25
4864,25,9647,1,1
4865,16,9650,1,1
4866,20,9651,1,0.25
4867,7,9652,1,0.25
4868,24,9655,1,0.25
4869,24,9655,1,1
4870,28,9658,1,0.25
4871,28,9658,1,1
4872,32,9660,1,1
4873,4,9661,1,1
4874,24,9662,1,1
4875,31,9663,1,0.25
4876,6,9664,1,0.25
4877,10,9665,1,1
4878,27,9666,1,1
4879,32,9668,1,1
4880,24,9671,1,0.25
4881,24,9671,1,1
4882,33,9672,1,0.25
4883,25,9676,1,1
4884,26,9677,1,0.25
4885,26,9677,1,1
4886,26,9679,1,0.25
4887,23,9682,1,1
4888,14,9687,1,1
4889,12,9691,1,0.25
4890,13,9692,1,1
4891,32,9693,1,1
4892,11,9695,1,0.25
4893,11,9695,1,1
4894,20,9698,1,0.25
4895,20,9698,1,1
4896,15,9700,1,1
4897,1,9702,1,0.25
4898,5,9704,1,0.25
4899,14,9709,1,1
4900,25,9710,1,0.25
4901,13,9714,1,0.25
4902,18,9715,1,1
4903,22,9716,1,0.25
4904,32,9719,1,1
4905,1,9720,1,0.25
4906,2,9722,1,1
4907,17,9723,1,0.25
4908,31,9727,1,0.25
4909,4,9728,1,1
4910,32,9729,1,0.25
4911,32,9729,1,1
4912,11,9730,1,1
4913,3,9734,1,0.25
4914,14,9736,1,0.25
4915,14,9736,1,1
4916,7,9737,1,0.25
4917,21,9739,1,1
4918,21,9740,1,0.25
4919,27,9744,1,0.25
4920,32,9745,1,0.25
4921,20,9746,1,1
4922,31,9748,1,0.25
4923,33,9751,1,0.25
4924,27,9754,1,0.25
4925,5,9757,1,0.25
4926,5,9757,1,1
4927,6,9758,1,1
4928,5,9759,1,0.25
4929,5,9759,1,1
4930,12,9761,1,1
4931,33,9765,1,1
4932,24,9766,1,0.25
4933,31,9767,1,0.25
4934,31,9767,1,1
4935,4,9768,1,0.25
4936,4,9768,1,1
4937,15,9775,1,0.25
4938,28,9776,1,0.25
4939,28,9776,1,1
4940,13,9777,1,0.25
4941,13,9777,1,1
4942,27,9778,1,0.25
4943,2,9781,1,1
4944,1,9782,1,1
4945,33,9783,1,0.25
4946,28,9785,1,0.25
4947,28,9785,1,1
4948,29,9786,1,1
4949,20,9788,1,1
4950,31,9789,1,0.25
4951,22,9791,1,0.25
4952,6,9795,1,0.25
4953,19,9796,1,0.25
4954,1,9797,1,0.25
4955,9,9806,1,1
4956,30,9808,1,0.25
4957,3,9811,1,1
4958,26,9812,1,0.25
4959,26,9812,1,1
4960,30,9815,1,0.25
4961,30,9815,1,1
4962,21,9816,1,0.25
4963,11,9819,1,1
4964,19,9820,1,0.25
4965,24,9825,1,1
4966,7,9826,1,1
4967,11,9827,1,0.25
4968,22,9828,1,1
4969,30,9832,1,1
4970,18,9833,1,1
4971,21,9838,1,0.25
4972,25,9842,1,0.25
4973,4,9844,1,0.25
4974,11,9848,1,0.25
4975,30,9849,1,0.25
4976,14,9850,1,1
4977,18,9851,1,1
4978,19,9853,1,1
4979,30,9854,1,0.25
4980,1,9859,1,0.25
4981,9,9866,1,0.25
4982,26,9871,1,0.25
4983,21,9873,1,1
4984,12,9874,1,0.25
4985,2,9875,1,0.25
4986,2,9875,1,1
4987,22,9879,1,0.25
4988,27,9880,1,1
4989,1,9882,1,1
4990,17,9883,1,0.25
4991,19,9884,1,1
4992,21,9888,1,0.25
4993,27,9890,1,0.25
4994,21,9891,1,1
4995,24,9895,1,0.25
4996,14,9901,1,1
4997,14,9903,1,1
4998,21,9904,1,1
4999,26,9905,1,0.25
5000,10,9913,1,0.25
5001,13,9915,1,0.25
5002,6,9916,1,1
5003,8,9918,1,0.25
5004,14,9919,1,1
5005,5,9920,1,1
5006,3,9922,1,1
5007,24,9923,1,0.25
5008,19,9925,1,1
5009,22,9927,1,0.25
5010,7,9928,1,0.25
5011,30,9929,1,1
5012,4,9932,1,0.25
5013,29,9936,1,1
5014,21,9937,1,1
5015,30,9940,1,0.25
5016,30,9940,1,1
5017,17,9941,1,0.25
5018,19,9946,1,0.25
5019,26,9948,1,1
5020,19,9952,1,0.25
5021,19,9952,1,1
5022,24,9955,1,0.25
5023,4,9956,1,1
5024,4,9957,1,1
5025,11,9963,1,0.25
5026,11,9963,1,1
5027,29,9968,1,0.25
5028,9,9970,1,0.25
5029,7,9971,1,0.25
5030,23,9972,1,1
5031,21,9978,1,0.25
5032,8,9980,1,1
5033,2,9981,1,1
5034,19,9982,1,0.25
5035,14,9983,1,1
5036,2,9989,1,1
5037,4,9990,1,1
5038,9,9991,1,1
5039,28,10000,1,0.25
5040,28,10000,1,1
5041,3,10001,1,0.25
5042,3,10001,1,1
5043,10,10002,1,0.25
5044,17,10005,1,0.25
5045,17,10005,1,1
5046,7,10008,1,1
5047,16,10009,1,0.25
5048,2,10010,1,1
5049,6,10020,1,1
5050,17,10023,1,0.25
5051,10,10028,1,1
5052,28,10032,1,1
5053,24,10033,1,0.25
5054,18,10034,1,0.25
5055,19,10035,1,0.25
5056,13,10036,1,1
5057,7,10037,1,1
5058,33,10038,1,0.25
5059,31,10040,1,0.25
5060,20,10041,1,0.25
5061,6,10043,1,0.25
5062,6,10045,1,1
5063,31,10047,1,0.25
5064,18,10049,1,0.25
5065,18,10049,1,1
5066,26,10052,1,0.25
5067,3,10053,1,0.25
5068,25,10057,1,1
5069,29,10059,1,1
5070,14,10061,1,0.25
5071,14,10061,1,1
5072,30,10064,1,0.25
5073,27,10069,1,0.25
5074,27,10069,1,1
5075,12,10070,1,1
5076,1,10074,1,1
5077,26,10081,1,1
5078,4,10083,1,1
5079,6,10084,1,0.25
5080,24,10086,1,0.25
5081,24,10086,1,1
5082,10,10088,1,0.25
5083,32,10091,1,0.25
5084,32,10091,1,1
5085,8,10096,1,0.25
5086,20,10097,1,0.25
5087,10,10098,1,1
5088,2,10099,1,1
5089,29,10101,1,0.25
5090,8,10108,1,1
5091,27,10111,1,1
5092,23,10113,1,0.25
5093,26,10116,1,0.25
5094,12,10118,1,0.25
5095,26,10119,1,0.25
5096,15,10120,1,1
5097,8,10122,1,0.25
5098,4,10126,1,0.25
5099,10,10133,1,1
5100,31,10134,1,1
5101,1,10135,1,0.25
5102,19,10137,1,0.25
5103,19,10137,1,1
5104,30,10138,1,0.25
5105,17,10140,1,0.25
5106,27,10141,1,0.25
5107,14,10142,1,0.25
5108,8,10144,1,1
5109,33,10145,1,1
5110,32,10147,1,0.25
5111,22,10149,1,0.25
5112,33,10157,1,0.25
5113,3,10158,1,0.25
5114,21,10162,1,1
5115,11,10164,1,0.25
5116,12,10167,1,0.25
5117,26,10171,1,1
5118,1,10172,1,1
5119,20,10173,1,0.25
5120,24,10174,1,0.25
5121,12,10176,1,0.25
5122,12,10176,1,1
5123,15,10180,1,1
5124,11,10181,1,1
5125,18,10186,1,1
5126,24,10188,1,1
5127,19,10190,1,1
5128,28,10191,1,0.25
5129,12,10193,1,1
5130,6,10197,1,1
5131,16,10198,1,0.25
5132,25,10200,1,1
5133,6,10202,1,0.25
5134,2,10203,1,0.25
5135,13,10208,1,1
5136,12,10209,1,1
5137,16,10213,1,0.25
5138,25,10221,1,0.25
5139,25,10221,1,1
5140,7,10222,1,1
5141,20,10223,1,1
5142,9,10229,1,0.25
5143,9,10229,1,1
5144,7,10230,1,1
5145,11,10234,1,1
5146,10,10238,1,0.25
5147,10,10238,1,1
5148,7,10241,1,1
5149,6,10246,1,0.25
5150,12,10247,1,1
5151,12,10248,1,0.25
5152,10,10250,1,0.25
5153,10,10251,1,0.25
5154,18,10260,1,1
5155,29,10261,1,0.25
5156,22,10263,1,1
5157,32,10264,1,1
5158,4,10270,1,1
5159,17,10271,1,0.25
5160,17,10271,1,1
5161,23,10272,1,0.25
5162,15,10273,1,0.25
5163,5,10278,1,0.25
5164,3,10279,1,1
5165,5,10283,1,0.25
5166,24,10290,1,1
5167,27,10292,1,0.25
5168,5,10294,1,0.25
5169,19,10295,1,1
5170,27,10296,1,0.25
5171,9,10298,1,1
5172,28,10299,1,1
5173,11,10300,1,0.25
5174,4,10303,1,0.25
5175,19,10304,1,1
5176,27,10306,1,0.25
5177,27,10306,1,1
5178,17,10308,1,1
5179,29,10311,1,0.25
5180,29,10311,1,1
5181,30,10313,1,0.25
5182,1,10319,1,1
5183,20,10321,1,0.25
5184,28,10323,1,0.25
5185,28,10324,1,0.25
5186,22,10325,1,1
5187,16,10327,1,1
5188,24,10329,1,1
5189,12,10330,1,0.25
5190,26,10332,1,1
5191,25,10333,1,0.25
5192,25,10333,1,1
5193,23,10334,1,1
5194,25,10341,1,0.25
5195,25,10341,1,1
5196,11,10342,1,0.25
5197,11,10342,1,1
5198,21,10344,1,0.25
5199,21,10344,1,1
5200,26,10345,1,1
5201,10,10346,1,0.25
5202,10,10346,1,1
5203,12,10348,1,0.25
5204,20,10350,1,1
5205,4,10354,1,1
5206,9,10360,1,1
5207,32,10363,1,0.25
5208,32,10363,1,1
5209,9,10364,1,1
5210,33,10370,1,0.25
5211,10,10371,1,0.25
5212,14,10375,1,1
5213,1,10377,1,0.25
5214,1,10377,1,1
5215,22,10384,1,0.25
5216,11,10385,1,0.25
5217,11,10385,1,1
5218,32,10386,1,0.25
5219,14,10388,1,1
5220,13,10389,1,1
5221,32,10391,1,0.25
5222,3,10392,1,1
5223,8,10393,1,0.25
5224,8,10393,1,1
5225,10,10395,1,1
5226,9,10396,1,0.25
5227,32,10397,1,0.25
5228,32,10397,1,1
5229,3,10398,1,0.25
5230,30,10399,1,0.25
5231,30,10399,1,1
5232,31,10401,1,1
5233,30,10402,1,0.25
5234,25,10403,1,0.25
5235,8,10405,1,0.25
5236,8,10405,1,1
5237,9,10407,1,1
5238,28,10408,1,1
5239,16,10409,1,1
5240,13,10414,1,1
5241,6,10415,1,1
5242,23,10416,1,0.25
5243,9,10424,1,0.25
5244,20,10427,1,0.25
5245,21,10429,1,1
5246,27,10431,1,0.25
5247,13,10433,1,0.25
5248,26,10437,1,1
5249,16,10438,1,0.25
5250,30,10442,1,1
5251,25,10447,1,1
5252,9,10452,1,1
5253,21,10454,1,0.25
5254,32,10455,1,1
5255,4,10458,1,0.25
5256,17,10460,1,0.25
5257,33,10472,1,1
5258,30,10473,1,0.25
5259,2,10474,1,1
5260,3,10477,1,1
5261,33,10480,1,1
5262,8,10481,1,1
5263,19,10482,1,1
5264,1,10488,1,1
5265,10,10491,1,1
5266,11,10492,1,1
5267,5,10494,1,1
5268,12,10498,1,0.25
5269,23,10499,1,1
5270,31,10503,1,0.25
5271,31,10503,1,1
5272,12,10505,1,1
5273,32,10508,1,1
5274,27,10509,1,1
5275,20,10510,1,0.25
5276,1,10512,1,0.25
5277,28,10514,1,0.25
5278,28,10514,1,1
5279,29,10516,1,0.25
5280,15,10522,1,0.25
5281,20,10524,1,0.25
5282,5,10525,1,0.25
5283,5,10526,1,0.25
5284,14,10527,1,0.25
5285,24,10528,1,0.25
5286,28,10529,1,0.25
5287,17,10533,1,0.25
5288,18,10536,1,0.25
5289,23,10537,1,0.25
5290,26,10539,1,0.25
5291,26,10539,1,1
5292,20,10540,1,1
5293,12,10541,1,0.25
5294,12,10541,1,1
5295,14,10543,1,0.25
5296,19,10544,1,0.25
5297,9,10546,1,0.25
5298,9,10546,1,1
5299,28,10550,1,1
5300,18,10553,1,1
5301,20,10556,1,0.25
5302,20,10556,1,1
5303,31,10557,1,1
5304,26,10561,1,0.25
5305,23,10562,1,0.25
5306,23,10562,1,1
5307,5,10568,1,0.25
5308,11,10569,1,0.25
5309,11,10569,1,1
5310,14,10570,1,0.25
5311,32,10575,1,0.25
5312,32,10575,1,1
5313,22,10579,1,0.25
5314,7,10581,1,0.25
5315,29,10582,1,0.25
5316,29,10582,1,1
5317,6,10584,1,1
5318,31,10586,1,1
5319,28,10590,1,0.25
5320,11,10594,1,1
5321,19,10598,1,1
5322,10,10600,1,1
5323,21,10604,1,1
5324,25,10605,1,1
5325,17,10606,1,1
5326,32,10607,1,0.25
5327,19,10608,1,0.25
5328,23,10616,1,0.25
5329,23,10616,1,1
5330,10,10623,1,0.25
5331,10,10623,1,1
5332,18,10626,1,0.25
5333,18,10626,1,1
5334,2,10627,1,1
5335,22,10628,1,0.25
5336,22,10628,1,1
5337,24,10629,1,1
5338,4,10631,1,0.25
5339,28,10634,1,1
5340,33,10635,1,0.25
5341,33,10635,1,1
5342,30,10637,1,1
5343,5,10638,1,1
5344,16,10639,1,0.25
5345,1,10641,1,0.25
5346,28,10643,1,1
5347,32,10645,1,0.25
5348,21,10646,1,1
5349,6,10648,1,0.25
5350,26,10650,1,0.25
5351,26,10650,1,1
5352,23,10652,1,1
5353,16,10653,1,1
5354,30,10654,1,0.25
5355,19,10658,1,0.25
5356,11,10665,1,1
5357,16,10666,1,0.25
5358,18,10668,1,1
5359,7,10669,1,1
5360,9,10671,1,0.25
5361,10,10675,1,0.25
5362,27,10681,1,0.25
5363,27,10681,1,1
5364,12,10682,1,0.25
5365,27,10685,1,1
5366,6,10686,1,0.25
5367,6,10686,1,1
5368,7,10687,1,0.25
5369,7,10687,1,1
5370,5,10688,1,1
5371,4,10690,1,0.25
5372,25,10691,1,1
5373,11,10696,1,1
