OrderItemID,MenuID,Price,QuantityPurchased,OrderID,Size
5679,11,11.2,2,5548,-1
5680,17,13.9,2,5549,1
5681,19,6.25,1,5550,-1
5682,27,13.5,2,5551,0
5683,19,14.0,2,5552,0
5684,7,7.0,1,5553,0
5685,24,13.5,2,5554,0
5686,13,6.5,1,5555,0
5687,12,13.1,2,5556,-1
5688,25,5.95,1,5557,1
5689,30,12.5,2,5558,-1
5690,29,14.5,2,5559,-1
5691,32,8.5,1,5560,1
5692,15,13.5,2,5561,0
5693,15,6.5,1,5562,0
5694,9,15.0,2,5563,1
5695,10,8.8,2,5564,-1
5696,20,7.25,1,5565,-1
5697,17,6.2,1,5566,1
5698,30,13.5,2,5566,0
5699,12,11.1,2,5567,-1
5700,10,10.8,2,5568,1
5701,19,13.0,2,5569,-1
5702,7,7.25,1,5569,1
5703,12,15.6,2,5570,1
5704,1,5.8,1,5571,-1
5705,25,5.95,1,5572,-1
5706,15,6.0,1,5573,-1
5707,26,6.25,1,5573,-1
5708,7,7.25,1,5574,1
5709,7,7.25,1,5575,1
5710,17,11.9,2,5576,1
5711,16,6.5,1,5577,0
5712,30,6.25,1,5578,-1
5713,1,5.55,1,5579,-1
5714,20,6.75,1,5580,0
5715,31,7.0,1,5581,0
5716,21,14.4,2,5582,0
5717,28,16.5,2,5583,1
5718,1,12.6,2,5584,0
5719,7,13.0,2,5585,-1
5720,26,6.5,1,5586,-1
5721,1,12.1,2,5587,0
5722,31,7.0,1,5588,0
5723,25,4.95,1,5589,-1
5724,20,6.25,1,5590,-1
5725,21,15.4,2,5591,1
5726,25,9.9,2,5592,-1
5727,26,13.0,2,5593,-1
5728,24,13.5,2,5594,0
5729,14,6.5,1,5595,0
5730,28,6.25,1,5596,-1
5731,6,13.0,2,5597,0
5732,29,14.5,2,5598,-1
5733,5,7.5,1,5599,0
5734,3,15.5,2,5600,0
5735,6,8.0,1,5601,1
5736,5,14.0,2,5602,1
5737,33,6.5,1,5603,-1
5738,29,14.5,2,5604,-1
5739,22,13.4,2,5605,-1
5740,31,7.0,1,5606,0
5741,25,9.9,2,5607,-1
5742,20,15.0,2,5608,1
5743,2,6.0,1,5609,-1
5744,23,11.1,2,5610,-1
5745,22,6.95,1,5611,-1
5746,9,7.0,1,5612,0
5747,30,6.5,1,5613,-1
5748,32,13.0,2,5614,-1
5749,8,6.5,1,5615,-1
5750,20,8.25,1,5616,1
5751,16,7.5,1,5617,0
5752,8,6.5,1,5618,-1
5753,32,7.25,1,5619,0
5754,31,15.0,2,5620,1
5755,5,8.25,1,5621,1
5756,26,7.25,1,5622,-1
5757,6,16.5,2,5623,1
5758,30,13.5,2,5624,0
5759,27,7.5,1,5625,0
5760,11,11.2,2,5626,1
5761,27,13.0,2,5627,0
5762,27,7.0,1,5628,-1
5763,24,7.25,1,5629,-1
5764,33,14.0,2,5630,0
5765,26,7.25,1,5631,1
5766,18,6.25,1,5632,-1
5767,11,5.6,1,5633,1
5768,4,6.5,1,5634,0
5769,23,12.1,2,5635,0
5770,1,15.1,2,5636,1
5771,16,14.5,2,5637,1
5772,9,15.0,2,5638,1
5773,20,6.25,1,5639,-1
5774,5,6.5,1,5640,0
5775,26,7.75,1,5641,0
5776,8,7.75,1,5642,1
5777,2,14.5,2,5643,0
5778,11,11.7,2,5644,1
5779,15,15.5,2,5645,0
5780,18,14.5,2,5646,1
5781,11,4.84,1,5647,-1
5782,27,6.0,1,5648,-1
5783,22,7.95,1,5649,1
5784,12,12.1,2,5650,0
5785,23,6.55,1,5651,1
5786,6,6.25,1,5651,-1
5787,17,5.95,1,5652,1
5788,13,6.0,1,5653,-1
5789,18,8.25,1,5654,1
5790,32,15.5,2,5655,-1
5791,13,6.5,1,5656,0
5792,18,8.0,1,5657,0
5793,27,12.5,2,5658,-1
5794,27,7.0,1,5659,1
5795,17,5.95,1,5660,-1
5796,23,6.8,1,5661,1
5797,10,10.8,2,5662,-1
5798,29,13.5,2,5663,0
5799,27,12.5,2,5664,-1
5800,18,6.25,1,5665,-1
5801,9,7.0,1,5666,0
5802,4,7.5,1,5667,0
5803,25,11.9,2,5668,1
5804,20,16.0,2,5669,0
5805,10,10.8,2,5670,1
5806,27,7.0,1,5671,1
5807,32,15.0,2,5672,1
5808,27,7.0,1,5673,-1
5809,19,6.75,1,5674,0
5810,16,12.0,2,5675,-1
5811,6,7.0,1,5676,1
5812,20,16.0,2,5677,0
5813,9,14.5,2,5678,0
5814,4,6.75,1,5679,0
5815,28,7.25,1,5680,1
5816,26,6.25,1,5681,-1
5817,9,7.0,1,5682,0
5818,25,11.9,2,5683,1
5819,13,12.0,2,5684,-1
5820,1,5.8,1,5685,-1
5821,26,6.5,1,5686,-1
5822,12,12.1,2,5687,0
5823,24,16.5,2,5688,1
5824,7,14.5,2,5689,-1
5825,29,7.75,1,5690,0
5826,4,13.0,2,5691,0
5827,31,6.5,1,5692,-1
5828,21,7.7,1,5693,1
5829,29,7.0,1,5694,0
5830,7,6.5,1,5695,-1
5831,29,7.0,1,5696,0
5832,28,15.5,2,5697,0
5833,30,6.5,1,5698,-1
5834,11,13.2,2,5699,1
5835,11,11.2,2,5700,-1
5836,6,7.0,1,5701,-1
5837,14,15.5,2,5702,0
5838,13,14.0,2,5703,1
5839,30,6.25,1,5704,-1
5840,13,7.0,1,5705,-1
5841,29,6.25,1,5706,-1
5842,19,16.0,2,5707,0
5843,24,6.25,1,5708,-1
5844,10,4.9,1,5709,0
5845,13,15.0,2,5710,0
5846,10,5.4,1,5710,1
5847,1,13.6,2,5711,1
5848,22,14.4,2,5712,0
5849,7,12.5,2,5713,-1
5850,18,7.25,1,5714,1
5851,23,11.1,2,5715,-1
5852,28,12.5,2,5716,-1
5853,3,15.0,2,5717,1
5854,22,7.7,1,5718,1
5855,19,7.25,1,5719,1
5856,20,12.5,2,5720,-1
5857,8,13.0,2,5721,-1
5858,15,13.0,2,5722,0
5859,25,10.9,2,5723,0
5860,18,13.5,2,5724,0
5861,27,13.5,2,5725,0
5862,32,6.5,1,5726,-1
5863,24,14.5,2,5726,-1
5864,28,14.5,2,5727,1
5865,6,6.25,1,5728,-1
5866,16,13.0,2,5728,0
5867,22,13.4,2,5729,-1
5868,31,14.0,2,5730,0
5869,23,6.05,1,5730,0
5870,15,6.5,1,5731,0
5871,14,6.0,1,5732,-1
5872,19,7.25,1,5733,1
5873,20,6.75,1,5734,0
5874,9,7.5,1,5735,-1
5875,19,7.25,1,5736,1
5876,24,15.5,2,5737,0
5877,15,13.5,2,5738,0
5878,22,7.2,1,5739,0
5879,9,15.0,2,5740,-1
5880,19,15.0,2,5741,1
5881,14,7.0,1,5742,-1
5882,32,14.0,2,5743,0
5883,6,12.0,2,5744,-1
5884,20,7.25,1,5745,1
5885,22,14.4,2,5746,0
5886,33,6.5,1,5747,-1
5887,24,6.25,1,5748,-1
5888,30,6.25,1,5749,-1
5889,29,7.25,1,5750,-1
5890,22,15.39,2,5751,-1
5891,16,14.0,2,5752,1
5892,1,11.6,2,5753,-1
5893,9,7.5,1,5754,1
5894,8,14.0,2,5754,0
5895,18,6.5,1,5755,-1
5896,18,15.5,2,5756,0
5897,1,15.1,2,5757,1
5898,6,6.25,1,5758,-1
5899,26,14.0,2,5759,0
5900,4,6.5,1,5760,0
5901,24,6.5,1,5761,-1
5902,30,12.5,2,5762,-1
5903,25,10.9,2,5763,0
5904,8,8.0,1,5764,0
5905,21,15.4,2,5765,1
5906,6,14.0,2,5766,1
5907,8,13.5,2,5767,-1
5908,23,6.55,1,5768,1
5909,7,8.25,1,5769,1
5910,22,6.7,1,5770,-1
5911,33,7.5,1,5771,1
5912,26,14.0,2,5772,0
5913,16,6.5,1,5773,0
5914,25,10.4,2,5774,-1
5915,6,7.0,1,5775,-1
5916,12,5.8,1,5776,-1
5917,27,7.0,1,5777,1
5918,15,7.25,1,5778,1
5919,21,6.7,1,5779,-1
5920,7,12.5,2,5780,-1
5921,21,14.4,2,5781,0
5922,17,11.9,2,5782,1
5923,6,7.25,1,5783,1
5924,32,13.0,2,5784,-1
5925,12,7.05,1,5785,0
5926,7,6.75,1,5786,0
5927,26,7.25,1,5787,1
5928,4,15.0,2,5788,0
5929,7,8.25,1,5789,1
5930,28,13.5,2,5790,0
5931,28,8.0,1,5791,0
5932,6,15.0,2,5792,0
5933,30,14.5,2,5793,1
5934,15,6.5,1,5794,0
5935,5,7.5,1,5795,0
5936,22,16.39,2,5796,0
5937,24,15.5,2,5797,0
5938,23,12.1,2,5798,0
5939,19,13.5,2,5799,0
5940,20,12.5,2,5800,-1
5941,17,5.7,1,5801,0
5942,30,7.25,1,5801,1
5943,10,8.8,2,5802,-1
5944,26,14.5,2,5803,1
5945,27,13.0,2,5804,0
5946,26,7.25,1,5805,1
5947,27,13.0,2,5806,0
5948,10,10.8,2,5807,1
5949,16,6.75,1,5808,0
5950,11,5.6,1,5809,1
5951,10,10.8,2,5809,1
5952,7,8.25,1,5810,1
5953,19,6.25,1,5811,-1
5954,28,14.5,2,5812,-1
5955,7,14.5,2,5813,1
5956,30,17.0,2,5814,1
5957,9,16.0,2,5814,0
5958,2,6.75,1,5815,-1
5959,1,12.1,2,5816,0
5960,8,15.0,2,5817,1
5961,3,14.5,2,5818,1
5962,26,14.5,2,5819,1
5963,16,14.0,2,5820,1
5964,15,7.0,1,5821,-1
5965,5,6.5,1,5822,0
5966,15,7.0,1,5823,1
5967,21,6.7,1,5824,-1
5968,33,17.0,2,5825,1
5969,25,5.45,1,5826,0
5970,5,7.5,1,5827,0
5971,24,7.5,1,5828,1
5972,30,14.5,2,5829,1
5973,33,13.0,2,5830,-1
5974,28,16.5,2,5831,1
5975,3,15.5,2,5832,0
5976,20,14.5,2,5833,1
5977,4,15.0,2,5834,0
5978,4,15.0,2,5835,0
5979,16,6.0,1,5836,-1
5980,30,16.5,2,5837,1
5981,22,15.89,2,5838,-1
5982,26,14.5,2,5839,1
5983,11,5.85,1,5840,-1
5984,5,7.75,1,5841,0
5985,15,6.0,1,5842,-1
5986,2,13.5,2,5843,1
5987,18,7.5,1,5844,-1
5988,18,6.25,1,5845,-1
5989,16,14.0,2,5846,1
5990,2,6.5,1,5847,0
5991,23,12.1,2,5848,0
5992,32,7.5,1,5849,1
5993,13,15.0,2,5850,0
5994,4,6.0,1,5851,-1
5995,33,7.0,1,5852,0
5996,33,6.5,1,5853,-1
5997,28,7.25,1,5854,1
5998,21,14.9,2,5855,0
5999,27,7.0,1,5856,1
6000,15,8.0,1,5857,1
6001,19,13.5,2,5858,0
6002,14,15.0,2,5859,0
6003,27,13.0,2,5860,0
6004,24,7.75,1,5861,0
6005,25,11.9,2,5862,1
6006,3,13.5,2,5863,0
6007,1,7.55,1,5864,1
6008,20,14.5,2,5865,1
6009,5,7.25,1,5866,1
6010,30,6.25,1,5867,-1
6011,18,7.25,1,5868,1
6012,19,15.5,2,5869,0
6013,24,16.5,2,5870,1
6014,16,13.0,2,5871,0
6015,31,6.5,1,5872,-1
6016,25,5.95,1,5873,1
6017,20,12.5,2,5874,-1
6018,4,6.5,1,5875,0
6019,25,10.9,2,5876,0
6020,4,13.0,2,5877,0
6021,2,11.5,2,5878,-1
6022,27,14.0,2,5879,1
6023,32,7.0,1,5880,0
6024,21,7.2,1,5881,0
6025,23,6.05,1,5882,0
6026,22,7.7,1,5883,1
6027,26,13.5,2,5884,0
6028,8,6.5,1,5885,-1
6029,13,6.5,1,5886,0
6030,9,7.5,1,5887,1
6031,9,13.0,2,5888,-1
6032,30,6.5,1,5889,-1
6033,18,13.5,2,5890,0
6034,30,14.5,2,5891,1
6035,32,15.5,2,5892,1
6036,28,13.5,2,5893,0
6037,32,8.5,1,5894,1
6038,2,5.75,1,5895,-1
6039,10,5.65,1,5896,1
6040,31,13.0,2,5897,-1
6041,30,14.5,2,5898,-1
6042,23,13.1,2,5899,1
6043,6,13.0,2,5900,0
6044,13,13.0,2,5901,0
6045,18,13.5,2,5902,0
6046,18,13.5,2,5903,0
6047,7,6.75,1,5904,0
6048,10,4.65,1,5905,-1
6049,3,12.5,2,5906,-1
6050,6,6.0,1,5907,-1
6051,33,6.75,1,5908,-1
6052,1,7.05,1,5909,0
6053,5,6.0,1,5910,-1
6054,14,14.5,2,5911,1
6055,20,7.25,1,5912,1
6056,6,14.0,2,5913,1
6057,6,6.5,1,5914,0
6058,27,6.5,1,5915,0
6059,8,7.5,1,5916,1
6060,7,14.5,2,5917,1
6061,12,6.05,1,5918,0
6062,7,15.0,2,5919,1
6063,13,14.0,2,5920,-1
6064,23,6.05,1,5921,0
6065,22,15.4,2,5922,1
6066,32,17.0,2,5923,1
6067,31,7.0,1,5924,0
6068,23,6.05,1,5925,0
6069,17,11.9,2,5926,-1
6070,3,13.5,2,5927,0
6071,5,7.5,1,5928,0
6072,12,6.8,1,5929,1
6073,18,7.25,1,5930,1
6074,19,13.5,2,5931,0
6075,23,11.1,2,5932,-1
6076,32,17.0,2,5933,1
6077,25,11.4,2,5934,0
6078,5,6.0,1,5934,-1
6079,3,14.0,2,5935,0
6080,5,8.0,1,5936,1
6081,19,7.75,1,5937,0
6082,6,7.0,1,5938,1
6083,4,6.5,1,5939,0
6084,8,7.0,1,5940,0
6085,30,6.25,1,5941,-1
6086,9,7.0,1,5942,0
6087,32,15.5,2,5943,1
6088,15,12.0,2,5944,-1
6089,3,6.5,1,5945,-1
6090,20,7.25,1,5946,1
6091,26,6.25,1,5947,-1
6092,9,8.5,1,5948,1
6093,25,7.2,1,5949,1
6094,28,13.0,2,5950,-1
6095,9,16.5,2,5951,0
6096,9,14.0,2,5952,0
6097,6,13.5,2,5953,0
6098,14,12.0,2,5954,-1
6099,16,6.25,1,5955,-1
6100,18,7.5,1,5956,1
6101,20,7.5,1,5956,1
6102,27,8.0,1,5957,1
6103,21,15.4,2,5958,1
6104,28,12.5,2,5959,-1
6105,10,5.65,1,5960,1
6106,14,15.0,2,5961,0
6107,9,6.5,1,5961,-1
6108,33,7.5,1,5962,1
6109,26,14.5,2,5963,1
6110,13,7.0,1,5964,1
6111,16,14.5,2,5964,1
6112,19,13.0,2,5965,-1
6113,28,7.75,1,5966,0
6114,9,15.0,2,5967,1
6115,9,14.5,2,5968,0
6116,22,7.2,1,5969,0
6117,16,7.0,1,5970,1
6118,24,15.0,2,5971,1
6119,26,16.0,2,5972,0
6120,1,11.1,2,5973,-1
6121,10,5.4,1,5974,-1
6122,17,4.95,1,5975,-1
6123,32,8.5,1,5976,1
6124,7,7.25,1,5977,-1
6125,8,6.75,1,5978,-1
6126,9,7.25,1,5979,0
6127,18,6.75,1,5980,0
6128,10,5.4,1,5981,1
6129,24,7.0,1,5981,0
6130,7,7.5,1,5982,1
6131,20,13.0,2,5982,-1
6132,31,16.0,2,5983,0
6133,19,12.5,2,5984,-1
6134,20,14.5,2,5985,-1
6135,31,8.5,1,5986,1
6136,19,13.5,2,5987,0
6137,29,14.0,2,5988,0
6138,25,11.9,2,5989,1
6139,14,12.0,2,5990,-1
6140,1,13.1,2,5991,-1
6141,11,9.19,2,5992,-1
6142,6,15.0,2,5993,0
6143,15,7.5,1,5994,0
6144,21,13.9,2,5995,-1
6145,10,5.65,1,5996,1
6146,25,10.9,2,5997,0
6147,1,6.05,1,5998,0
6148,22,7.45,1,5999,0
6149,27,7.0,1,6000,1
6150,32,7.5,1,6001,1
6151,2,6.75,1,6002,-1
6152,14,6.0,1,6003,-1
6153,11,10.19,2,6003,0
6154,1,15.1,2,6004,1
6155,28,14.0,2,6005,0
6156,8,7.25,1,6006,0
6157,4,7.0,1,6007,-1
6158,33,16.0,2,6008,0
6159,16,15.0,2,6009,0
6160,6,7.0,1,6010,1
6161,16,7.0,1,6011,1
6162,32,16.0,2,6012,0
6163,14,7.25,1,6013,1
6164,14,13.0,2,6014,0
6165,21,8.19,1,6015,0
6166,24,14.5,2,6016,-1
6167,24,14.5,2,6017,1
6168,13,6.5,1,6018,0
6169,31,15.0,2,6019,1
6170,12,11.1,2,6020,-1
6171,29,7.5,1,6021,1
6172,4,13.0,2,6022,0
6173,21,13.4,2,6023,-1
6174,17,11.9,2,6024,-1
6175,10,5.65,1,6025,-1
6176,31,7.5,1,6026,1
6177,26,6.5,1,6027,-1
6178,15,14.5,2,6027,1
6179,29,14.5,2,6028,1
6180,25,11.9,2,6029,1
6181,6,7.0,1,6030,1
6182,28,12.5,2,6031,-1
6183,9,8.5,1,6032,1
6184,15,13.0,2,6033,0
6185,3,6.25,1,6034,-1
6186,32,16.0,2,6035,0
6187,31,15.0,2,6036,1
6188,19,15.5,2,6037,0
6189,31,6.5,1,6038,-1
6190,1,14.6,2,6039,0
6191,9,7.75,1,6040,-1
6192,23,13.1,2,6041,-1
6193,22,14.4,2,6042,0
6194,30,15.0,2,6043,1
6195,8,7.25,1,6044,0
6196,15,14.5,2,6045,1
6197,15,14.5,2,6046,1
6198,15,12.0,2,6047,-1
6199,8,7.5,1,6048,-1
6200,24,7.25,1,6049,1
6201,31,15.0,2,6049,1
6202,30,8.0,1,6050,0
6203,11,5.09,1,6051,0
6204,25,11.9,2,6052,1
6205,14,14.0,2,6053,1
6206,2,11.5,2,6054,-1
6207,13,6.5,1,6055,0
6208,28,16.5,2,6056,1
6209,19,12.5,2,6057,-1
6210,20,6.25,1,6058,-1
6211,2,5.75,1,6059,-1
6212,4,7.0,1,6060,1
6213,30,7.25,1,6061,1
6214,30,12.5,2,6062,-1
6215,28,7.25,1,6063,1
6216,10,11.8,2,6064,0
6217,29,6.75,1,6065,0
6218,23,12.1,2,6066,0
6219,1,12.6,2,6067,0
6220,1,12.6,2,6068,0
6221,18,13.0,2,6069,-1
6222,5,7.0,1,6070,-1
6223,6,14.0,2,6071,1
6224,7,7.5,1,6072,1
6225,16,13.5,2,6073,0
6226,2,6.0,1,6074,-1
6227,4,6.5,1,6075,0
6228,3,14.5,2,6076,-1
6229,32,6.5,1,6077,-1
6230,16,6.5,1,6078,0
6231,33,15.0,2,6079,1
6232,17,12.4,2,6080,1
6233,6,6.5,1,6081,0
6234,25,12.4,2,6082,1
6235,8,14.0,2,6083,0
6236,1,13.6,2,6084,1
6237,26,12.5,2,6085,-1
6238,32,7.0,1,6086,0
6239,1,7.55,1,6087,1
6240,17,13.4,2,6088,0
6241,20,6.75,1,6089,0
6242,1,11.1,2,6090,-1
6243,23,13.1,2,6091,-1
6244,8,6.5,1,6092,-1
6245,7,14.5,2,6093,1
6246,32,6.75,1,6094,-1
6247,4,7.25,1,6095,1
6248,28,14.0,2,6096,0
6249,18,13.5,2,6097,0
6250,12,7.8,1,6098,1
6251,13,6.0,1,6099,-1
6252,12,11.1,2,6100,-1
6253,25,9.9,2,6101,-1
6254,15,12.5,2,6102,-1
6255,21,17.39,2,6103,1
6256,18,7.25,1,6103,1
6257,23,12.1,2,6104,0
6258,14,13.0,2,6105,0
6259,22,15.4,2,6106,1
6260,24,15.0,2,6107,1
6261,22,7.95,1,6108,1
6262,30,7.25,1,6109,1
6263,18,7.25,1,6110,-1
6264,9,13.5,2,6111,-1
6265,25,5.95,1,6112,-1
6266,22,14.4,2,6113,0
6267,7,14.5,2,6114,1
6268,29,13.5,2,6115,0
6269,26,6.75,1,6116,0
6270,31,7.5,1,6117,1
6271,27,12.5,2,6118,-1
6272,22,7.7,1,6119,1
6273,12,11.1,2,6120,-1
6274,19,14.0,2,6121,0
6275,28,15.0,2,6122,1
6276,6,6.5,1,6123,0
6277,9,7.0,1,6124,0
6278,29,7.25,1,6125,1
6279,12,11.1,2,6126,-1
6280,19,8.0,1,6127,0
6281,19,7.0,1,6128,0
6282,3,7.75,1,6129,0
6283,11,12.2,2,6130,0
6284,6,7.0,1,6131,1
6285,28,6.75,1,6132,0
6286,12,12.1,2,6133,0
6287,9,6.5,1,6134,-1
6288,3,6.5,1,6135,-1
6289,10,10.8,2,6136,-1
6290,25,5.7,1,6137,0
6291,6,7.25,1,6138,1
6292,9,7.0,1,6139,0
6293,7,7.5,1,6140,1
6294,18,15.5,2,6141,0
6295,3,6.25,1,6142,-1
6296,11,5.6,1,6142,1
6297,21,6.7,1,6143,-1
6298,22,15.9,2,6144,1
6299,26,14.5,2,6145,-1
6300,16,14.0,2,6146,-1
6301,21,13.4,2,6147,-1
6302,29,12.5,2,6148,-1
6303,6,8.0,1,6149,1
6304,8,7.0,1,6150,0
6305,12,5.8,1,6151,-1
6306,18,7.25,1,6152,-1
6307,6,14.0,2,6153,-1
6308,9,15.0,2,6154,1
6309,2,7.25,1,6155,0
6310,18,8.25,1,6156,1
6311,12,6.05,1,6156,0
6312,11,11.2,2,6157,1
6313,24,8.25,1,6158,1
6314,28,6.75,1,6159,0
6315,23,13.1,2,6160,1
6316,28,6.75,1,6161,0
6317,6,15.5,2,6162,0
6318,7,6.75,1,6163,0
6319,29,6.75,1,6164,0
6320,20,6.25,1,6165,-1
6321,33,7.5,1,6166,1
6322,11,13.7,2,6166,1
6323,13,16.0,2,6167,1
6324,25,5.95,1,6168,-1
6325,6,14.0,2,6169,-1
6326,5,14.5,2,6170,1
6327,20,13.5,2,6171,0
6328,30,15.5,2,6172,0
6329,29,6.75,1,6173,0
6330,29,6.75,1,6174,0
6331,22,13.4,2,6175,-1
6332,18,7.25,1,6176,1
6333,3,14.5,2,6176,1
6334,17,11.9,2,6177,-1
6335,30,6.25,1,6178,-1
6336,9,14.0,2,6179,0
6337,15,6.0,1,6180,-1
6338,5,13.0,2,6181,0
6339,30,7.75,1,6182,0
6340,7,13.5,2,6183,0
6341,6,16.0,2,6184,1
6342,31,14.5,2,6185,0
6343,20,7.0,1,6186,0
6344,4,14.5,2,6187,1
6345,10,5.4,1,6188,1
6346,5,7.5,1,6189,0
6347,4,7.75,1,6190,0
6348,8,7.0,1,6191,0
6349,11,5.6,1,6192,1
6350,5,7.0,1,6193,1
6351,2,13.5,2,6194,1
6352,10,5.15,1,6195,0
6353,17,11.4,2,6196,0
6354,5,6.0,1,6197,-1
6355,13,6.5,1,6198,0
6356,27,12.0,2,6198,-1
6357,9,7.5,1,6199,1
6358,32,6.5,1,6200,-1
6359,26,15.5,2,6201,0
6360,25,5.95,1,6202,1
6361,11,11.2,2,6203,1
6362,26,7.25,1,6204,1
6363,5,6.25,1,6205,-1
6364,32,7.0,1,6206,0
6365,11,10.19,2,6207,0
6366,27,12.0,2,6208,-1
6367,20,13.5,2,6209,0
6368,11,4.59,1,6210,-1
6369,24,6.5,1,6211,-1
6370,18,16.5,2,6212,1
6371,18,6.5,1,6213,-1
6372,23,13.1,2,6214,1
6373,12,13.1,2,6215,1
6374,18,8.25,1,6216,1
6375,30,12.5,2,6217,-1
6376,25,5.95,1,6218,-1
6377,33,14.0,2,6219,0
6378,15,6.5,1,6220,0
6379,6,15.0,2,6221,0
6380,15,6.0,1,6222,-1
6381,18,7.25,1,6223,1
6382,23,6.55,1,6224,1
6383,10,4.4,1,6225,-1
6384,15,7.0,1,6226,1
6385,11,9.69,2,6227,-1
6386,24,13.0,2,6228,-1
6387,31,15.5,2,6229,-1
6388,27,6.5,1,6230,0
6389,15,12.0,2,6231,-1
6390,22,16.39,2,6232,0
6391,24,13.0,2,6233,-1
6392,10,10.8,2,6234,1
6393,28,7.5,1,6235,1
6394,19,15.5,2,6236,0
6395,10,5.4,1,6237,1
6396,18,6.75,1,6238,0
6397,13,12.5,2,6239,-1
6398,22,8.69,1,6240,1
6399,20,6.25,1,6241,-1
6400,9,15.0,2,6242,1
6401,28,7.0,1,6243,0
6402,8,13.0,2,6244,-1
6403,5,14.5,2,6245,1
6404,17,4.95,1,6246,-1
6405,14,12.5,2,6247,-1
6406,10,9.3,2,6248,-1
6407,26,6.75,1,6249,0
6408,33,14.0,2,6250,0
6409,16,15.5,2,6251,0
6410,5,13.0,2,6251,0
6411,10,4.9,1,6252,0
6412,31,15.5,2,6253,-1
6413,13,6.25,1,6254,-1
6414,6,12.0,2,6255,-1
6415,5,8.0,1,6256,1
6416,22,6.7,1,6257,-1
6417,29,7.25,1,6258,1
6418,2,15.5,2,6259,1
6419,27,6.0,1,6260,-1
6420,2,6.75,1,6261,-1
6421,30,7.0,1,6261,0
6422,7,6.75,1,6262,0
6423,28,12.5,2,6262,-1
6424,21,7.7,1,6263,1
6425,7,15.5,2,6264,0
6426,33,7.5,1,6265,1
6427,6,7.0,1,6266,1
6428,22,6.7,1,6267,-1
6429,18,14.5,2,6268,1
6430,19,13.0,2,6269,-1
6431,29,14.5,2,6270,-1
6432,22,6.7,1,6271,-1
6433,19,14.5,2,6272,1
6434,19,6.75,1,6273,0
6435,18,6.25,1,6274,-1
6436,5,8.0,1,6275,1
6437,12,6.55,1,6276,-1
6438,9,16.5,2,6277,0
6439,6,12.0,2,6278,-1
6440,19,7.25,1,6279,1
6441,11,6.6,1,6280,1
6442,10,4.9,1,6281,0
6443,20,6.25,1,6282,-1
6444,6,7.0,1,6283,1
6445,11,6.35,1,6284,0
6446,17,11.9,2,6285,1
6447,16,7.75,1,6286,0
6448,23,6.55,1,6287,1
6449,31,15.0,2,6288,1
6450,2,14.5,2,6289,0
6451,32,14.0,2,6290,0
6452,31,16.5,2,6291,0
6453,33,8.0,1,6292,0
6454,3,8.25,1,6293,1
6455,24,6.25,1,6294,-1
6456,2,6.75,1,6295,1
6457,6,7.0,1,6296,1
6458,33,7.5,1,6297,1
6459,28,12.5,2,6298,-1
6460,25,5.95,1,6299,1
6461,26,7.0,1,6299,0
6462,33,7.5,1,6300,1
6463,8,7.5,1,6301,1
6464,25,6.95,1,6302,1
6465,25,10.4,2,6303,-1
6466,2,5.75,1,6304,-1
6467,29,14.5,2,6305,1
6468,11,11.2,2,6306,1
6469,25,10.4,2,6306,-1
6470,10,10.8,2,6307,1
6471,12,13.1,2,6308,-1
6472,3,13.0,2,6309,-1
6473,16,14.0,2,6310,-1
6474,22,15.39,2,6311,-1
6475,11,13.7,2,6312,1
6476,23,6.55,1,6313,-1
6477,7,7.25,1,6314,1
6478,9,15.5,2,6315,1
6479,20,8.5,1,6316,1
6480,15,14.0,2,6317,1
6481,6,14.5,2,6318,1
6482,7,6.5,1,6319,-1
6483,10,11.8,2,6320,0
6484,12,5.55,1,6321,-1
6485,24,7.5,1,6322,1
6486,17,10.9,2,6323,0
6487,27,6.5,1,6324,0
6488,19,12.5,2,6325,-1
6489,2,13.5,2,6326,1
6490,6,13.0,2,6327,0
6491,33,7.0,1,6328,0
6492,21,14.4,2,6329,0
6493,17,5.45,1,6330,0
6494,28,8.25,1,6331,1
6495,2,12.0,2,6332,-1
6496,17,10.9,2,6333,0
6497,6,14.0,2,6334,1
6498,4,14.0,2,6335,1
6499,32,7.0,1,6336,0
6500,14,7.0,1,6337,1
6501,17,5.95,1,6338,1
6502,30,8.0,1,6339,0
6503,11,13.2,2,6340,1
6504,29,14.5,2,6341,1
6505,22,7.7,1,6342,1
6506,21,7.2,1,6343,0
6507,32,13.5,2,6344,-1
6508,22,7.45,1,6345,0
6509,28,13.0,2,6346,-1
6510,29,7.75,1,6347,0
6511,30,6.75,1,6348,0
6512,29,6.75,1,6349,0
6513,30,14.5,2,6350,1
6514,2,6.25,1,6351,0
6515,5,7.0,1,6352,1
6516,32,13.5,2,6353,-1
6517,31,7.5,1,6354,1
6518,29,6.25,1,6355,-1
6519,1,11.1,2,6356,-1
6520,30,8.0,1,6357,0
6521,11,4.59,1,6358,-1
6522,28,7.25,1,6359,1
6523,17,4.95,1,6360,-1
6524,21,7.2,1,6361,0
6525,7,14.0,2,6362,0
6526,19,6.75,1,6363,0
6527,29,15.5,2,6364,0
6528,22,6.7,1,6365,-1
6529,16,7.0,1,6366,1
6530,17,5.95,1,6367,1
6531,4,14.0,2,6368,1
6532,14,6.25,1,6369,-1
6533,22,13.9,2,6370,-1
